Feature,category,Method
86333,"dill flower, dill",VIP+FoldChange
86344,fig,VIP+FoldChange
86378,"betel nut leaf, anise",VIP+FoldChange
86400,"chive stem, chive blossom",VIP+FoldChange
86405,avocado,VIP+FoldChange
86417,"jicama, poppy seed",VIP+FoldChange
8642,sesame,VIP+FoldChange
8644,raspberry,VIP+FoldChange
86446,raspberry,VIP+FoldChange
86447,cilantro,VIP+FoldChange
86448,cherry,VIP+FoldChange
86451,lemon,VIP+FoldChange
86461,cannabis leaf,VIP+FoldChange
86476,"onion, chive stem",VIP+FoldChange
86513,pepper,VIP+FoldChange
86514,strawberry,VIP+FoldChange
86515,"onion, chive stem",VIP+FoldChange
86516,pig,VIP+FoldChange
86527,pig,VIP+FoldChange
86562,cauliflower,VIP+FoldChange
86571,"oregano, marjoram",VIP+FoldChange
86574,raspberry,VIP+FoldChange
86585,"onion, chive stem, chive blossom",VIP+FoldChange
86614,ginger,VIP+FoldChange
86616,"corn, oat",VIP+FoldChange
86617,chicken,VIP+FoldChange
86619,chicken,VIP+FoldChange
8667,"grape, persimmon",VIP+FoldChange
8668,beet,VIP+FoldChange
86682,pear,VIP+FoldChange
8669,"radish, radish greens",VIP+FoldChange
86706,cheddar cheese,VIP+FoldChange
86709,shrimp,VIP+FoldChange
86711,shrimp,VIP+FoldChange
86734,pear,VIP+FoldChange
86750,strawberry,VIP+FoldChange
86773,borage flower,VIP+FoldChange
86817,"raspberry, strawberry, cloves",VIP+FoldChange
86833,parsley,VIP+FoldChange
86856,"raspberry, mushroom plant",VIP+FoldChange
86867,ground cherry,VIP+FoldChange
86887,"raspberry, apple",VIP+FoldChange
86902,yogurt_cow,VIP+FoldChange
86920,watercress,VIP+FoldChange
86947,cloves,VIP+FoldChange
8695,cheddar cheese,VIP+FoldChange
86962,garlic powder,VIP+FoldChange
86963,"garlic powder, sesame",VIP+FoldChange
86966,Spenach,VIP+FoldChange
86976,pepper,VIP+FoldChange
86996,lemon,VIP+FoldChange
87006,"betel nut, marjoram",VIP+FoldChange
87049,chicken,VIP+FoldChange
87074,cloves,VIP+FoldChange
87081,curry plant,VIP+FoldChange
8709,"Spenach, spinach",VIP+FoldChange
87121,langostino,VIP+FoldChange
8713,"dill flower, dill",VIP+FoldChange
87137,avocado,VIP+FoldChange
87175,cranberry,VIP+FoldChange
87188,thyme,VIP+FoldChange
8721,"beet, walnut",VIP+FoldChange
87216,soda,VIP+FoldChange
87217,onion,VIP+FoldChange
87226,chicken,VIP+FoldChange
87228,blueberry,VIP+FoldChange
87237,langostino,VIP+FoldChange
87278,dill flower,VIP+FoldChange
87289,cilantro,VIP+FoldChange
87356,tomato,VIP+FoldChange
8736,pine nut,VIP+FoldChange
87367,carrot,VIP+FoldChange
87370,betel nut,VIP+FoldChange
8739,shrimp,VIP+FoldChange
87396,cauliflower,VIP+FoldChange
87402,mango,VIP+FoldChange
87404,veal,VIP+FoldChange
87416,"broccoli, brussel sprout, radish greens",VIP+FoldChange
87419,carrot,VIP+FoldChange
87450,chicken,VIP+FoldChange
87464,shrimp,VIP+FoldChange
87488,sage,VIP+FoldChange
87504,cheddar cheese,VIP+FoldChange
87511,cheddar cheese,VIP+FoldChange
87517,watercress,VIP+FoldChange
87561,"pig, garlic powder",VIP+FoldChange
87571,sage,VIP+FoldChange
87586,"bay leaf, cranberry",VIP+FoldChange
8760,"mushroom, shrimp",VIP+FoldChange
87612,carrot,VIP+FoldChange
87639,yogurt_cow,VIP+FoldChange
87645,curry plant,VIP+FoldChange
87652,"Spenach, spinach",VIP+FoldChange
87670,marjoram,VIP+FoldChange
87679,mushroom plant,VIP+FoldChange
87683,dill,VIP+FoldChange
87703,"onion, chive stem",VIP+FoldChange
87707,grape,VIP+FoldChange
87725,oregano,VIP+FoldChange
87726,oregano,VIP+FoldChange
87783,"lavender, thyme",VIP+FoldChange
87805,soda,VIP+FoldChange
87812,carrot,VIP+FoldChange
87819,strawberry,VIP+FoldChange
87821,"lavender, marjoram",VIP+FoldChange
87825,cranberry,VIP+FoldChange
87831,garlic powder,VIP+FoldChange
87896,spice,VIP+FoldChange
87897,"grain_fermented, spice",VIP+FoldChange
87914,"sage, lentil",VIP+FoldChange
87928,sage,VIP+FoldChange
87972,strawberry,VIP+FoldChange
87979,wheat,VIP+FoldChange
88019,banana,VIP+FoldChange
88034,lemon,VIP+FoldChange
8804,"arugula, radish, radish greens",VIP+FoldChange
88052,banana,VIP+FoldChange
88059,pomelo,VIP+FoldChange
88105,peanut,VIP+FoldChange
88112,yogurt_cow,VIP+FoldChange
88126,avocado,VIP+FoldChange
88127,cranberry,VIP+FoldChange
88140,ginger,VIP+FoldChange
88176,poppy seed,VIP+FoldChange
88180,"strawberry, ground cherry",VIP+FoldChange
88196,cheddar cheese,VIP+FoldChange
88201,garlic powder,VIP+FoldChange
88205,langostino,VIP+FoldChange
88211,squash blossom,VIP+FoldChange
88218,marjoram,VIP+FoldChange
88239,chicken,VIP+FoldChange
88241,chicken,VIP+FoldChange
88248,onion,VIP+FoldChange
88277,fig,VIP+FoldChange
88301,banana,VIP+FoldChange
88326,soda,VIP+FoldChange
88344,tomato,VIP+FoldChange
88357,cilantro,VIP+FoldChange
88360,cilantro,VIP+FoldChange
88364,jicama,VIP+FoldChange
88375,watercress,VIP+FoldChange
88409,lemon,VIP+FoldChange
88468,chicken,VIP+FoldChange
88469,chicken,VIP+FoldChange
88474,chicken,VIP+FoldChange
88476,"poppy seed, guava",VIP+FoldChange
88487,cilantro,VIP+FoldChange
88498,strawberry,VIP+FoldChange
88511,lemon,VIP+FoldChange
88524,tomato,VIP+FoldChange
88528,pomelo,VIP+FoldChange
88531,"milk_cow, cream",VIP+FoldChange
88549,raspberry,VIP+FoldChange
88558,"sumac, chia",VIP+FoldChange
88578,yogurt_cow,VIP+FoldChange
88590,sesame,VIP+FoldChange
88615,"dill flower, dill, mushroom plant",VIP+FoldChange
8862,"arugula, radish greens",VIP+FoldChange
88632,kohlrabi,VIP+FoldChange
8865,sage,VIP+FoldChange
88672,sesame seed,VIP+FoldChange
88677,strawberry,VIP+FoldChange
88719,pig,VIP+FoldChange
88741,sweet potato,VIP+FoldChange
88746,carrot,VIP+FoldChange
88762,grapefruit,VIP+FoldChange
88764,strawberry,VIP+FoldChange
88771,pomelo,VIP+FoldChange
88775,strawberry,VIP+FoldChange
88777,chicken,VIP+FoldChange
8878,"arugula, radish, radish greens",VIP+FoldChange
88784,avocado,VIP+FoldChange
88787,avocado,VIP+FoldChange
88797,blueberry,VIP+FoldChange
88803,avocado,VIP+FoldChange
88804,blueberry,VIP+FoldChange
88821,"hing powder, chive stem, chive blossom",VIP+FoldChange
88849,"borage flower, tarragon",VIP+FoldChange
88859,"garlic, garlic powder",VIP+FoldChange
8886,chicken,VIP+FoldChange
88860,raspberry,VIP+FoldChange
88865,mushroom plant,VIP+FoldChange
88883,cheddar cheese,VIP+FoldChange
88886,carrot,VIP+FoldChange
88908,carrot,VIP+FoldChange
88913,pig,VIP+FoldChange
88926,"strawberry, cannabis leaf",VIP+FoldChange
88929,chard,VIP+FoldChange
88940,garlic,VIP+FoldChange
88943,grain_fermented,VIP+FoldChange
88972,ginger,VIP+FoldChange
88989,"arugula, cannabis leaf",VIP+FoldChange
88995,"cherry, watercress",VIP+FoldChange
89003,onion,VIP+FoldChange
8902,pomelo,VIP+FoldChange
89030,langostino,VIP+FoldChange
89032,langostino,VIP+FoldChange
89042,cocoa seed,VIP+FoldChange
89046,salmon,VIP+FoldChange
89049,chicken,VIP+FoldChange
89053,tomato,VIP+FoldChange
89063,banana,VIP+FoldChange
89090,salmon,VIP+FoldChange
89093,"blueberry, cranberry, guava",VIP+FoldChange
89097,"pea, apricot",VIP+FoldChange
89101,borage flower,VIP+FoldChange
89105,"rice, arugula",VIP+FoldChange
89115,wheat,VIP+FoldChange
89133,chicken,VIP+FoldChange
89137,"oregano, tarragon",VIP+FoldChange
89141,grain_fermented,VIP+FoldChange
89143,"blueberry, cranberry, guava",VIP+FoldChange
89171,yogurt_cow,VIP+FoldChange
89184,turmeric,VIP+FoldChange
89185,"peanut, cannabis leaf",VIP+FoldChange
89197,blueberry,VIP+FoldChange
89211,cream,VIP+FoldChange
89213,garlic powder,VIP+FoldChange
89217,grain_fermented,VIP+FoldChange
8922,broccoli,VIP+FoldChange
8925,"arugula, radish",VIP+FoldChange
89250,banana,VIP+FoldChange
89255,potato,VIP+FoldChange
89320,"blueberry, guava",VIP+FoldChange
89329,chicken,VIP+FoldChange
89331,chicken,VIP+FoldChange
89356,bay leaf,VIP+FoldChange
89365,sweet potato,VIP+FoldChange
89383,kumquat,VIP+FoldChange
89390,sweet potato,VIP+FoldChange
8941,"cardamom, cranberry",VIP+FoldChange
89431,"blueberry, guava",VIP+FoldChange
89433,legume,VIP+FoldChange
89468,"cardamom, bay leaf",VIP+FoldChange
89469,lime,VIP+FoldChange
8947,"arugula, radish, kohlrabi",VIP+FoldChange
89470,kumquat,VIP+FoldChange
89472,marjoram,VIP+FoldChange
89482,tomato,VIP+FoldChange
89483,tomato,VIP+FoldChange
8951,"grape_fermented, guava",VIP+FoldChange
8953,"beet, banana",VIP+FoldChange
89542,strawberry,VIP+FoldChange
8956,cherry,VIP+FoldChange
89568,radish,VIP+FoldChange
8957,"cherry, jicama",VIP+FoldChange
89580,chard,VIP+FoldChange
89586,grapefruit,VIP+FoldChange
89616,"dill flower, parsley",VIP+FoldChange
89634,cherry,VIP+FoldChange
89653,marjoram,VIP+FoldChange
89662,chicken,VIP+FoldChange
8967,pomelo,VIP+FoldChange
89681,shrimp,VIP+FoldChange
89683,cilantro,VIP+FoldChange
89696,tomato,VIP+FoldChange
89702,"guava, cloves",VIP+FoldChange
89708,grain_fermented,VIP+FoldChange
89714,walnut,VIP+FoldChange
89716,walnut,VIP+FoldChange
89720,strawberry,VIP+FoldChange
89740,broccoli,VIP+FoldChange
89755,onion,VIP+FoldChange
89756,garlic powder,VIP+FoldChange
89761,raspberry,VIP+FoldChange
89780,curry plant,VIP+FoldChange
89831,fig,VIP+FoldChange
89879,"poppy seed, guava",VIP+FoldChange
89886,"jicama, poppy seed",VIP+FoldChange
8989,"grain_fermented, chicken",VIP+FoldChange
89906,marjoram,VIP+FoldChange
89930,"blueberry, cranberry",VIP+FoldChange
89936,chive blossom,VIP+FoldChange
89939,onion,VIP+FoldChange
89963,tomato,VIP+FoldChange
8998,garlic,VIP+FoldChange
89984,turmeric,VIP+FoldChange
90000,cocoa seed,VIP+FoldChange
90006,pea,VIP+FoldChange
90013,"pea, bay leaf",VIP+FoldChange
90020,"carrot, strawberry",VIP+FoldChange
90071,milk_cow,VIP+FoldChange
90082,potato leaf,VIP+FoldChange
90122,grain_fermented,VIP+FoldChange
90146,dill,VIP+FoldChange
90165,milk_cow,VIP+FoldChange
90170,cardamom,VIP+FoldChange
90191,rice,VIP+FoldChange
90198,potato leaf,VIP+FoldChange
90236,peanut,VIP+FoldChange
90269,shrimp,VIP+FoldChange
9028,cherry,VIP+FoldChange
90289,"strawberry, cilantro",VIP+FoldChange
90336,peanut,VIP+FoldChange
90337,peanut,VIP+FoldChange
90354,ginger,VIP+FoldChange
90362,shrimp,VIP+FoldChange
90373,cilantro,VIP+FoldChange
90389,"eggplant, radish",VIP+FoldChange
90407,"pea, bay leaf",VIP+FoldChange
90412,grain_fermented,VIP+FoldChange
90421,cocoa seed,VIP+FoldChange
90430,watercress,VIP+FoldChange
90442,"carrot, watercress",VIP+FoldChange
90471,anise,VIP+FoldChange
90518,"peanut, marjoram",VIP+FoldChange
90520,peanut,VIP+FoldChange
90521,peanut,VIP+FoldChange
90534,borage leaf,VIP+FoldChange
90536,mango,VIP+FoldChange
90543,melon,VIP+FoldChange
90566,pea,VIP+FoldChange
90569,Tilapia,VIP+FoldChange
90589,"garlic, garlic powder",VIP+FoldChange
90606,strawberry,VIP+FoldChange
90610,yogurt_cow,VIP+FoldChange
90634,"lemon balm, marjoram",VIP+FoldChange
90673,kumquat,VIP+FoldChange
90715,chicken,VIP+FoldChange
90718,jicama,VIP+FoldChange
90728,watercress,VIP+FoldChange
90749,blueberry,VIP+FoldChange
9075,cranberry,VIP+FoldChange
90788,sesame,VIP+FoldChange
90793,carrot,VIP+FoldChange
90814,dill,VIP+FoldChange
90860,blueberry,VIP+FoldChange
90865,lentil,VIP+FoldChange
90871,marjoram,VIP+FoldChange
90887,"pepper, brussel sprout",VIP+FoldChange
90888,"cauliflower, brussel sprout",VIP+FoldChange
90895,tomato,VIP+FoldChange
909,lentil,VIP+FoldChange
90908,cauliflower,VIP+FoldChange
90929,"garlic, garlic powder",VIP+FoldChange
90937,langostino,VIP+FoldChange
90943,peanut,VIP+FoldChange
90978,potato leaf,VIP+FoldChange
90990,peanut,VIP+FoldChange
90992,blueberry,VIP+FoldChange
91000,"cannabis leaf, mushroom plant",VIP+FoldChange
91005,avocado,VIP+FoldChange
91020,blueberry,VIP+FoldChange
91024,mushroom plant,VIP+FoldChange
91026,shrimp,VIP+FoldChange
91037,garlic,VIP+FoldChange
91060,yogurt_cow,VIP+FoldChange
91063,milk_cow,VIP+FoldChange
91086,garlic,VIP+FoldChange
91093,cheddar cheese,VIP+FoldChange
91095,shrimp,VIP+FoldChange
9110,oat,VIP+FoldChange
91114,shrimp,VIP+FoldChange
91135,sesame,VIP+FoldChange
91148,blueberry,VIP+FoldChange
91154,tomato,VIP+FoldChange
9117,arugula,VIP+FoldChange
91172,anise,VIP+FoldChange
9119,arugula,VIP+FoldChange
91196,"oat, banana, apricot",VIP+FoldChange
91207,peanut,VIP+FoldChange
9121,arugula,VIP+FoldChange
91237,pea,VIP+FoldChange
91287,blueberry,VIP+FoldChange
9129,carrot,VIP+FoldChange
91290,trout,VIP+FoldChange
91295,garlic,VIP+FoldChange
91329,pine nut,VIP+FoldChange
91340,shrimp,VIP+FoldChange
91361,carrot,VIP+FoldChange
91381,"oat, banana, apricot",VIP+FoldChange
91386,squash blossom,VIP+FoldChange
91389,"borage flower, tarragon",VIP+FoldChange
91413,fennel,VIP+FoldChange
91416,betel nut,VIP+FoldChange
91422,"shrimp, langostino",VIP+FoldChange
91437,tarragon,VIP+FoldChange
91473,chicken,VIP+FoldChange
91474,langostino,VIP+FoldChange
9148,"jicama, radish",VIP+FoldChange
91481,"celery, avocado",VIP+FoldChange
91506,butter,VIP+FoldChange
91521,arugula,VIP+FoldChange
91553,pea,VIP+FoldChange
91574,"avocado, ground cherry",VIP+FoldChange
91588,cilantro,VIP+FoldChange
91592,mushroom,VIP+FoldChange
91597,salmon,VIP+FoldChange
91602,onion,VIP+FoldChange
91626,garlic powder,VIP+FoldChange
91669,broccoli,VIP+FoldChange
91679,"pea, pomelo",VIP+FoldChange
91684,radish,VIP+FoldChange
91687,squash blossom,VIP+FoldChange
91691,basil,VIP+FoldChange
91696,ginger,VIP+FoldChange
91697,cheddar cheese,VIP+FoldChange
91704,peanut,VIP+FoldChange
91706,tomato,VIP+FoldChange
9172,bean,VIP+FoldChange
91724,garlic powder,VIP+FoldChange
91726,mushroom plant,VIP+FoldChange
91733,garlic powder,VIP+FoldChange
91751,chicken,VIP+FoldChange
91757,betel nut leaf,VIP+FoldChange
9177,nasturtium,VIP+FoldChange
91801,"garlic, garlic powder",VIP+FoldChange
91822,shrimp,VIP+FoldChange
91848,grapefruit,VIP+FoldChange
91877,"borage flower, borage leaf",VIP+FoldChange
91908,"peanut, ground cherry",VIP+FoldChange
91909,peanut,VIP+FoldChange
91917,radish,VIP+FoldChange
91987,onion,VIP+FoldChange
9205,fig,VIP+FoldChange
92074,tomato,VIP+FoldChange
92100,cranberry,VIP+FoldChange
92107,squash blossom,VIP+FoldChange
9211,lime,VIP+FoldChange
92118,tomato,VIP+FoldChange
92121,"carrot, parsley",VIP+FoldChange
92122,strawberry,VIP+FoldChange
92144,wheat,VIP+FoldChange
92162,veal,VIP+FoldChange
92164,pea,VIP+FoldChange
92179,garlic powder,VIP+FoldChange
92203,hing powder,VIP+FoldChange
92206,"onion, hing powder",VIP+FoldChange
92209,beet,VIP+FoldChange
9222,shrimp,VIP+FoldChange
92252,blueberry,VIP+FoldChange
92259,tarragon,VIP+FoldChange
92263,pea,VIP+FoldChange
92271,onion,VIP+FoldChange
92276,tarragon,VIP+FoldChange
92279,"garlic, garlic powder, tarragon",VIP+FoldChange
92284,turmeric,VIP+FoldChange
92309,"Spenach, spinach",VIP+FoldChange
92318,borage flower,VIP+FoldChange
92321,langostino,VIP+FoldChange
92327,peanut,VIP+FoldChange
92351,blueberry,VIP+FoldChange
9238,garlic,VIP+FoldChange
92391,"lavender, tarragon",VIP+FoldChange
92402,yogurt_cow,VIP+FoldChange
92404,lentil,VIP+FoldChange
9243,cilantro,VIP+FoldChange
92432,onion,VIP+FoldChange
92436,shrimp,VIP+FoldChange
92438,"Spenach, spinach",VIP+FoldChange
92458,"garlic, garlic powder",VIP+FoldChange
9246,radish greens,VIP+FoldChange
92465,blueberry,VIP+FoldChange
92472,raspberry,VIP+FoldChange
92481,marigold,VIP+FoldChange
92482,marigold,VIP+FoldChange
92485,chicken,VIP+FoldChange
92519,lemon balm,VIP+FoldChange
92526,melon,VIP+FoldChange
92571,cranberry,VIP+FoldChange
92575,shrimp,VIP+FoldChange
92576,walnut,VIP+FoldChange
92615,anise,VIP+FoldChange
92618,guava,VIP+FoldChange
9263,"mushroom, shrimp",VIP+FoldChange
9264,"cherry, apricot, borage flower",VIP+FoldChange
9265,garlic,VIP+FoldChange
9266,"Spenach, spinach",VIP+FoldChange
92663,apricot,VIP+FoldChange
92668,bay leaf,VIP+FoldChange
92684,pea,VIP+FoldChange
92695,shrimp,VIP+FoldChange
9270,yogurt_cow,VIP+FoldChange
92711,sage,VIP+FoldChange
92716,pepper,VIP+FoldChange
92720,tarragon,VIP+FoldChange
92722,"lavender, tarragon",VIP+FoldChange
92729,lemon,VIP+FoldChange
92735,blueberry,VIP+FoldChange
92760,oregano,VIP+FoldChange
9277,"fig, banana",VIP+FoldChange
92778,pig,VIP+FoldChange
92816,eggplant,VIP+FoldChange
9284,raspberry,VIP+FoldChange
9285,garlic,VIP+FoldChange
92864,shrimp,VIP+FoldChange
92882,pomelo,VIP+FoldChange
92892,"apricot, cannabis leaf",VIP+FoldChange
92908,cheddar cheese,VIP+FoldChange
92909,cheddar cheese,VIP+FoldChange
92913,chicken,VIP+FoldChange
92936,ground cherry,VIP+FoldChange
92955,pig,VIP+FoldChange
92966,"eggplant, betel nut",VIP+FoldChange
92970,sweet potato,VIP+FoldChange
92975,cannabis leaf,VIP+FoldChange
92989,arugula,VIP+FoldChange
92999,"blueberry, cranberry",VIP+FoldChange
9300,marigold,VIP+FoldChange
93000,tomato,VIP+FoldChange
93022,"squash, squash blossom",VIP+FoldChange
9303,"tomato, melon",VIP+FoldChange
93039,"bay leaf, betel nut",VIP+FoldChange
93048,lentil,VIP+FoldChange
93059,arugula,VIP+FoldChange
93097,pepper,VIP+FoldChange
93122,chicken,VIP+FoldChange
93136,shrimp,VIP+FoldChange
93157,radish,VIP+FoldChange
9317,radish,VIP+FoldChange
93173,lime,VIP+FoldChange
93233,arugula,VIP+FoldChange
93257,"pear, arugula",VIP+FoldChange
93259,tarragon,VIP+FoldChange
93265,anise,VIP+FoldChange
9327,wheat,VIP+FoldChange
9329,pine nut,VIP+FoldChange
93304,cheddar cheese,VIP+FoldChange
9332,pomelo,VIP+FoldChange
93332,"eggplant, ground cherry",VIP+FoldChange
93355,walnut,VIP+FoldChange
93357,strawberry,VIP+FoldChange
93366,"guava, potato leaf",VIP+FoldChange
93425,peanut,VIP+FoldChange
93430,cheddar cheese,VIP+FoldChange
93436,"fig, parsley",VIP+FoldChange
93441,arugula,VIP+FoldChange
93442,garlic,VIP+FoldChange
93448,chicken,VIP+FoldChange
93460,wheat,VIP+FoldChange
93474,strawberry,VIP+FoldChange
93478,peanut,VIP+FoldChange
93523,garlic,VIP+FoldChange
93535,peanut,VIP+FoldChange
93538,peanut,VIP+FoldChange
93544,strawberry,VIP+FoldChange
93546,ginger,VIP+FoldChange
93566,wheat,VIP+FoldChange
93570,chicken,VIP+FoldChange
9363,tomato,VIP+FoldChange
93639,ginger,VIP+FoldChange
93668,betel nut,VIP+FoldChange
93670,milk_cow,VIP+FoldChange
93671,garlic powder,VIP+FoldChange
93694,cucumber,VIP+FoldChange
93708,chicken,VIP+FoldChange
93711,shrimp,VIP+FoldChange
93722,strawberry,VIP+FoldChange
93736,cardamom,VIP+FoldChange
9374,"blueberry, cranberry",VIP+FoldChange
93768,sugarcane,VIP+FoldChange
93770,sugarcane,VIP+FoldChange
93793,pea,VIP+FoldChange
93803,"turmeric, ginger",VIP+FoldChange
93810,"cranberry, betel nut",VIP+FoldChange
93822,pea,VIP+FoldChange
93836,turmeric,VIP+FoldChange
93845,tomato,VIP+FoldChange
93864,salmon,VIP+FoldChange
93880,shrimp,VIP+FoldChange
93894,shrimp,VIP+FoldChange
93897,strawberry,VIP+FoldChange
93910,strawberry,VIP+FoldChange
93923,shrimp,VIP+FoldChange
93925,garlic,VIP+FoldChange
93948,"raspberry, walnut",VIP+FoldChange
93954,bay leaf,VIP+FoldChange
93966,orange,VIP+FoldChange
93988,mandarin,VIP+FoldChange
93998,garlic powder,VIP+FoldChange
94000,pea,VIP+FoldChange
94031,anise,VIP+FoldChange
9406,persimmon,VIP+FoldChange
94065,"hing powder, chive blossom",VIP+FoldChange
9408,cherry,VIP+FoldChange
9409,tomato,VIP+FoldChange
9410,arugula,VIP+FoldChange
94110,apricot,VIP+FoldChange
94141,chicken,VIP+FoldChange
94169,salmon,VIP+FoldChange
94174,egg_chicken,VIP+FoldChange
94204,pea,VIP+FoldChange
94205,pea,VIP+FoldChange
94233,shrimp,VIP+FoldChange
94234,yogurt_cow,VIP+FoldChange
94237,carrot,VIP+FoldChange
94274,oregano,VIP+FoldChange
94293,salmon,VIP+FoldChange
94329,cherry,VIP+FoldChange
94350,"turmeric, cardamom",VIP+FoldChange
9436,peanut,VIP+FoldChange
94388,pea,VIP+FoldChange
94391,thyme,VIP+FoldChange
94392,cloves,VIP+FoldChange
94401,peanut,VIP+FoldChange
9441,watercress,VIP+FoldChange
94438,pig,VIP+FoldChange
94451,squash blossom,VIP+FoldChange
9446,grain_fermented,VIP+FoldChange
94464,pepper,VIP+FoldChange
94470,ginger,VIP+FoldChange
94483,oat,VIP+FoldChange
9449,"pea, poppy seed, borage flower",VIP+FoldChange
94493,celery,VIP+FoldChange
94495,"walnut, ground cherry",VIP+FoldChange
94504,"broccoli, cauliflower",VIP+FoldChange
94562,lettuce,VIP+FoldChange
94568,yogurt_cow,VIP+FoldChange
94570,shrimp,VIP+FoldChange
94571,"walnut, marigold",VIP+FoldChange
94576,radish,VIP+FoldChange
94581,shrimp,VIP+FoldChange
94583,cocoa seed,VIP+FoldChange
94585,betel nut leaf,VIP+FoldChange
94586,"borage leaf, fennel",VIP+FoldChange
94595,ground cherry,VIP+FoldChange
94608,chicken,VIP+FoldChange
94611,"squash blossom, marjoram",VIP+FoldChange
94614,"garlic, garlic powder",VIP+FoldChange
94621,shrimp,VIP+FoldChange
9463,"brussel sprout, kale",VIP+FoldChange
94642,shrimp,VIP+FoldChange
94661,spice,VIP+FoldChange
94662,spice,VIP+FoldChange
94663,spice,VIP+FoldChange
9468,garlic,VIP+FoldChange
94682,strawberry,VIP+FoldChange
94683,strawberry,VIP+FoldChange
94690,"curry plant, tarragon",VIP+FoldChange
94723,"borage flower, borage leaf",VIP+FoldChange
94745,anise,VIP+FoldChange
94753,"chicken, cocoa seed",VIP+FoldChange
94760,chicken,VIP+FoldChange
94770,"strawberry, avocado",VIP+FoldChange
94787,bean,VIP+FoldChange
94794,sage,VIP+FoldChange
94796,strawberry,VIP+FoldChange
94797,cheddar cheese,VIP+FoldChange
94803,bay leaf,VIP+FoldChange
94823,potato,VIP+FoldChange
94827,peanut,VIP+FoldChange
94867,borage leaf,VIP+FoldChange
94873,sesame,VIP+FoldChange
94912,chicken,VIP+FoldChange
94921,radish greens,VIP+FoldChange
94936,garlic powder,VIP+FoldChange
94955,strawberry,VIP+FoldChange
94973,spice,VIP+FoldChange
94977,pig,VIP+FoldChange
95003,pig,VIP+FoldChange
